,pokedex_number,name,generation,status,species,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,egg_type_number,egg_type_1,egg_type_2,percentage_male,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
271,226,Mantine,2,Normal,Kite Pokémon,2,Water,Flying,2.1,220.0,3,Swift Swim,Water Absorb,Water Veil,485.0,85.0,40.0,70.0,80.0,140.0,70.0,25.0,70.0,170.0,Slow,1,Water 1,,50.0,25.0,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
272,227,Skarmory,2,Normal,Armor Bird Pokémon,2,Steel,Flying,1.7,50.5,3,Keen Eye,Sturdy,Weak Armor,465.0,65.0,80.0,140.0,40.0,70.0,70.0,25.0,70.0,163.0,Slow,1,Flying,,50.0,25.0,0.5,2.0,1.0,2.0,0.25,1.0,1.0,0.0,0.0,0.5,0.5,0.25,1.0,1.0,0.5,1.0,0.5,0.5
273,228,Houndour,2,Normal,Dark Pokémon,2,Dark,Fire,0.6,10.8,3,Early Bird,Flash Fire,Unnerve,330.0,45.0,60.0,30.0,80.0,50.0,65.0,120.0,35.0,66.0,Slow,1,Field,,50.0,20.0,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,0.5,1.0
274,229,Houndoom,2,Normal,Dark Pokémon,2,Dark,Fire,1.4,35.0,3,Early Bird,Flash Fire,Unnerve,500.0,75.0,90.0,50.0,110.0,80.0,95.0,45.0,35.0,175.0,Slow,1,Field,,50.0,20.0,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,0.5,1.0
275,229,Mega Houndoom,2,Normal,Dark Pokémon,2,Dark,Fire,1.9,49.5,1,Solar Power,,,600.0,75.0,90.0,90.0,140.0,90.0,115.0,45.0,35.0,210.0,Slow,1,Field,,50.0,20.0,1.0,0.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,0.5,1.0
276,230,Kingdra,2,Normal,Dragon Pokémon,2,Water,Dragon,1.8,152.0,3,Swift Swim,Sniper,Damp,540.0,75.0,95.0,95.0,95.0,95.0,85.0,45.0,70.0,243.0,Medium Fast,2,Dragon,Water 1,50.0,20.0,1.0,0.25,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,2.0
277,231,Phanpy,2,Normal,Long Nose Pokémon,1,Ground,,0.5,33.5,2,Pickup,,Sand Veil,330.0,90.0,60.0,60.0,40.0,40.0,40.0,120.0,70.0,66.0,Medium Fast,1,Field,,50.0,20.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
278,232,Donphan,2,Normal,Armor Pokémon,1,Ground,,1.1,120.0,2,Sturdy,,Sand Veil,500.0,90.0,120.0,120.0,60.0,60.0,50.0,60.0,70.0,175.0,Medium Fast,1,Field,,50.0,20.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
279,233,Porygon2,2,Normal,Virtual Pokémon,1,Normal,,0.6,32.5,3,Trace,Download,Analytic,515.0,85.0,80.0,90.0,105.0,95.0,60.0,45.0,70.0,180.0,Medium Fast,1,Mineral,,55.00315656565657,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
280,234,Stantler,2,Normal,Big Horn Pokémon,1,Normal,,1.4,71.2,3,Intimidate,Frisk,Sap Sipper,465.0,73.0,95.0,62.0,85.0,65.0,85.0,45.0,70.0,163.0,Slow,1,Field,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
281,235,Smeargle,2,Normal,Painter Pokémon,1,Normal,,1.2,58.0,3,Own Tempo,Technician,Moody,250.0,55.0,20.0,35.0,20.0,45.0,75.0,45.0,70.0,88.0,Fast,1,Field,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
282,236,Tyrogue,2,Normal,Scuffle Pokémon,1,Fighting,,0.7,21.0,3,Guts,Steadfast,Vital Spirit,210.0,35.0,35.0,35.0,35.0,35.0,35.0,75.0,70.0,42.0,Medium Fast,1,Undiscovered,,100.0,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
283,237,Hitmontop,2,Normal,Handstand Pokémon,1,Fighting,,1.4,48.0,3,Intimidate,Technician,Steadfast,455.0,50.0,95.0,95.0,35.0,110.0,70.0,45.0,70.0,159.0,Medium Fast,1,Human-Like,,100.0,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
284,238,Smoochum,2,Normal,Kiss Pokémon,2,Ice,Psychic,0.4,6.0,3,Oblivious,Forewarn,Hydration,305.0,45.0,30.0,15.0,85.0,65.0,65.0,45.0,70.0,61.0,Medium Fast,1,Undiscovered,,0.0,25.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,2.0,2.0,2.0,1.0,2.0,2.0,1.0
285,239,Elekid,2,Normal,Electric Pokémon,1,Electric,,0.6,23.5,2,Static,,Vital Spirit,360.0,45.0,63.0,37.0,65.0,55.0,95.0,45.0,70.0,72.0,Medium Fast,1,Undiscovered,,75.0,25.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
286,240,Magby,2,Normal,Live Coal Pokémon,1,Fire,,0.7,21.4,2,Flame Body,,Vital Spirit,365.0,45.0,75.0,37.0,70.0,55.0,83.0,45.0,70.0,73.0,Medium Fast,1,Undiscovered,,75.0,25.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
287,241,Miltank,2,Normal,Milk Cow Pokémon,1,Normal,,1.2,75.5,3,Thick Fat,Scrappy,Sap Sipper,490.0,95.0,80.0,105.0,40.0,70.0,100.0,45.0,70.0,172.0,Slow,1,Field,,0.0,20.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
288,242,Blissey,2,Normal,Happiness Pokémon,1,Normal,,1.5,46.8,3,Natural Cure,Serene Grace,Healer,540.0,255.0,10.0,10.0,75.0,135.0,55.0,30.0,140.0,608.0,Fast,1,Fairy,,0.0,40.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
289,243,Raikou,2,Sub Legendary,Thunder Pokémon,1,Electric,,1.9,178.0,2,Pressure,,Inner Focus,580.0,90.0,85.0,75.0,115.0,100.0,115.0,3.0,35.0,261.0,Slow,1,Undiscovered,,55.00315656565657,80.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
290,244,Entei,2,Sub Legendary,Volcano Pokémon,1,Fire,,2.1,198.0,2,Pressure,,Inner Focus,580.0,115.0,115.0,85.0,90.0,75.0,100.0,3.0,35.0,261.0,Slow,1,Undiscovered,,55.00315656565657,80.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
291,245,Suicune,2,Sub Legendary,Aurora Pokémon,1,Water,,2.0,187.0,2,Pressure,,Inner Focus,580.0,100.0,75.0,115.0,90.0,115.0,85.0,3.0,35.0,261.0,Slow,1,Undiscovered,,55.00315656565657,80.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
292,246,Larvitar,2,Normal,Rock Skin Pokémon,2,Rock,Ground,0.6,72.0,2,Guts,,Sand Veil,300.0,50.0,64.0,50.0,45.0,50.0,41.0,45.0,35.0,60.0,Slow,1,Monster,,50.0,40.0,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
293,247,Pupitar,2,Normal,Hard Shell Pokémon,2,Rock,Ground,1.2,152.0,1,Shed Skin,,,410.0,70.0,84.0,70.0,65.0,70.0,51.0,45.0,35.0,144.0,Slow,1,Monster,,50.0,40.0,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
294,248,Tyranitar,2,Normal,Armor Pokémon,2,Rock,Dark,2.0,202.0,2,Sand Stream,,Unnerve,600.0,100.0,134.0,110.0,95.0,100.0,61.0,45.0,35.0,270.0,Slow,1,Monster,,50.0,40.0,0.5,0.5,2.0,1.0,2.0,1.0,4.0,0.5,2.0,0.5,0.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0
295,248,Mega Tyranitar,2,Normal,Armor Pokémon,2,Rock,Dark,2.5,255.0,1,Sand Stream,,,700.0,100.0,164.0,150.0,95.0,120.0,71.0,45.0,35.0,315.0,Slow,1,Monster,,50.0,40.0,0.5,0.5,2.0,1.0,2.0,1.0,4.0,0.5,2.0,0.5,0.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0
296,249,Lugia,2,Legendary,Diving Pokémon,2,Psychic,Flying,5.2,216.0,2,Pressure,,Multiscale,680.0,106.0,90.0,130.0,90.0,154.0,110.0,3.0,0.0,306.0,Slow,1,Undiscovered,,55.00315656565657,120.0,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
297,250,Ho-oh,2,Legendary,Rainbow Pokémon,2,Fire,Flying,3.8,199.0,2,Pressure,,Regenerator,680.0,106.0,130.0,90.0,110.0,154.0,90.0,3.0,0.0,306.0,Slow,1,Undiscovered,,55.00315656565657,120.0,1.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5
298,251,Celebi,2,Mythical,Time Travel Pokémon,2,Psychic,Grass,0.6,5.0,1,Natural Cure,,,600.0,100.0,100.0,100.0,100.0,100.0,100.0,45.0,100.0,270.0,Medium Slow,1,Undiscovered,,55.00315656565657,120.0,1.0,2.0,0.5,0.5,0.5,2.0,0.5,2.0,0.5,2.0,0.5,4.0,1.0,2.0,1.0,2.0,1.0,1.0
299,252,Treecko,3,Normal,Wood Gecko Pokémon,1,Grass,,0.5,5.0,2,Overgrow,,Unburden,310.0,40.0,45.0,35.0,65.0,55.0,70.0,45.0,70.0,62.0,Medium Slow,2,Dragon,Monster,87.5,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
300,253,Grovyle,3,Normal,Wood Gecko Pokémon,1,Grass,,0.9,21.6,2,Overgrow,,Unburden,405.0,50.0,65.0,45.0,85.0,65.0,95.0,45.0,70.0,142.0,Medium Slow,2,Dragon,Monster,87.5,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
301,254,Sceptile,3,Normal,Forest Pokémon,1,Grass,,1.7,52.2,2,Overgrow,,Unburden,530.0,70.0,85.0,65.0,105.0,85.0,120.0,45.0,70.0,239.0,Medium Slow,2,Dragon,Monster,87.5,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
302,254,Mega Sceptile,3,Normal,Forest Pokémon,2,Grass,Dragon,1.9,55.2,1,Lightning Rod,,,630.0,70.0,110.0,75.0,145.0,85.0,145.0,45.0,70.0,284.0,Medium Slow,2,Dragon,Monster,87.5,20.0,1.0,1.0,0.25,0.0,0.25,4.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0
303,255,Torchic,3,Normal,Chick Pokémon,1,Fire,,0.4,2.5,2,Blaze,,Speed Boost,310.0,45.0,60.0,40.0,70.0,50.0,45.0,45.0,70.0,62.0,Medium Slow,1,Field,,87.5,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
304,256,Combusken,3,Normal,Young Fowl Pokémon,2,Fire,Fighting,0.9,19.5,2,Blaze,,Speed Boost,405.0,60.0,85.0,60.0,85.0,60.0,55.0,45.0,70.0,142.0,Medium Slow,1,Field,,87.5,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
305,257,Blaziken,3,Normal,Blaze Pokémon,2,Fire,Fighting,1.9,52.0,2,Blaze,,Speed Boost,530.0,80.0,120.0,70.0,110.0,70.0,80.0,45.0,70.0,239.0,Medium Slow,1,Field,,87.5,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
306,257,Mega Blaziken,3,Normal,Blaze Pokémon,2,Fire,Fighting,1.9,52.0,1,Speed Boost,,,630.0,80.0,160.0,80.0,130.0,80.0,100.0,45.0,70.0,284.0,Medium Slow,1,Field,,87.5,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
307,258,Mudkip,3,Normal,Mud Fish Pokémon,1,Water,,0.4,7.6,2,Torrent,,Damp,310.0,50.0,70.0,50.0,50.0,50.0,40.0,45.0,70.0,62.0,Medium Slow,2,Monster,Water 1,87.5,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
308,259,Marshtomp,3,Normal,Mud Fish Pokémon,2,Water,Ground,0.7,28.0,2,Torrent,,Damp,405.0,70.0,85.0,70.0,60.0,70.0,50.0,45.0,70.0,142.0,Medium Slow,2,Monster,Water 1,87.5,20.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
309,260,Swampert,3,Normal,Mud Fish Pokémon,2,Water,Ground,1.5,81.9,2,Torrent,,Damp,535.0,100.0,110.0,90.0,85.0,90.0,60.0,45.0,70.0,241.0,Medium Slow,2,Monster,Water 1,87.5,20.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
310,260,Mega Swampert,3,Normal,Mud Fish Pokémon,2,Water,Ground,1.9,102.0,1,Swift Swim,,,635.0,100.0,150.0,110.0,95.0,110.0,70.0,45.0,70.0,286.0,Medium Slow,2,Monster,Water 1,87.5,20.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
311,261,Poochyena,3,Normal,Bite Pokémon,1,Dark,,0.5,13.6,3,Run Away,Quick Feet,Rattled,220.0,35.0,55.0,35.0,30.0,30.0,35.0,255.0,70.0,56.0,Medium Fast,1,Field,,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
312,262,Mightyena,3,Normal,Bite Pokémon,1,Dark,,1.0,37.0,3,Intimidate,Quick Feet,Moxie,420.0,70.0,90.0,70.0,60.0,60.0,70.0,127.0,70.0,147.0,Medium Fast,1,Field,,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
313,263,Zigzagoon,3,Normal,TinyRaccoon Pokémon,1,Normal,,0.4,17.5,3,Pickup,Gluttony,Quick Feet,240.0,38.0,30.0,41.0,30.0,41.0,60.0,255.0,70.0,56.0,Medium Fast,1,Field,,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
314,263,Galarian Zigzagoon,3,Normal,Tiny Raccoon Pokémon,2,Dark,Normal,0.4,17.5,3,Pickup,Gluttony,Quick Feet,240.0,38.0,30.0,41.0,30.0,41.0,60.0,93.17207792207792,64.1396103896104,153.81493506493507,Medium Fast,1,Field,,55.00315656565657,15.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.5,1.0,2.0
315,264,Linoone,3,Normal,Rushing Pokémon,1,Normal,,0.5,32.5,3,Pickup,Gluttony,Quick Feet,420.0,78.0,70.0,61.0,50.0,61.0,100.0,90.0,70.0,147.0,Medium Fast,1,Field,,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
316,264,Galarian Linoone,3,Normal,Rushing Pokémon,2,Dark,Normal,0.5,32.5,3,Pickup,Gluttony,Quick Feet,420.0,78.0,70.0,61.0,50.0,61.0,100.0,93.17207792207792,64.1396103896104,153.81493506493507,Medium Fast,1,Field,,55.00315656565657,15.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.5,1.0,2.0
317,265,Wurmple,3,Normal,Worm Pokémon,1,Bug,,0.3,3.6,2,Shield Dust,,Run Away,195.0,45.0,45.0,35.0,20.0,30.0,20.0,255.0,70.0,56.0,Medium Fast,1,Bug,,50.0,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
318,266,Silcoon,3,Normal,Cocoon Pokémon,1,Bug,,0.6,10.0,1,Shed Skin,,,205.0,50.0,35.0,55.0,25.0,25.0,15.0,120.0,70.0,72.0,Medium Fast,1,Bug,,50.0,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
319,267,Beautifly,3,Normal,Butterfly Pokémon,2,Bug,Flying,1.0,28.4,2,Swarm,,Rivalry,395.0,60.0,70.0,50.0,100.0,50.0,65.0,45.0,70.0,178.0,Medium Fast,1,Bug,,50.0,15.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
320,268,Cascoon,3,Normal,Cocoon Pokémon,1,Bug,,0.7,11.5,1,Shed Skin,,,205.0,50.0,35.0,55.0,25.0,25.0,15.0,120.0,70.0,72.0,Medium Fast,1,Bug,,50.0,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
321,269,Dustox,3,Normal,Poison Moth Pokémon,2,Bug,Poison,1.2,31.6,2,Shield Dust,,Compound Eyes,385.0,60.0,50.0,70.0,50.0,90.0,65.0,45.0,70.0,173.0,Medium Fast,1,Bug,,50.0,15.0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
322,270,Lotad,3,Normal,Water Weed Pokémon,2,Water,Grass,0.5,2.6,3,Swift Swim,Rain Dish,Own Tempo,220.0,40.0,30.0,30.0,40.0,50.0,30.0,255.0,70.0,44.0,Medium Slow,2,Grass,Water 1,50.0,15.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0
323,271,Lombre,3,Normal,Jolly Pokémon,2,Water,Grass,1.2,32.5,3,Swift Swim,Rain Dish,Own Tempo,340.0,60.0,50.0,50.0,60.0,70.0,50.0,120.0,70.0,119.0,Medium Slow,2,Grass,Water 1,50.0,15.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0
324,272,Ludicolo,3,Normal,Carefree Pokémon,2,Water,Grass,1.5,55.0,3,Swift Swim,Rain Dish,Own Tempo,480.0,80.0,70.0,70.0,90.0,100.0,70.0,45.0,70.0,216.0,Medium Slow,2,Grass,Water 1,50.0,15.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0
325,273,Seedot,3,Normal,Acorn Pokémon,1,Grass,,0.5,4.0,3,Chlorophyll,Early Bird,Pickpocket,220.0,40.0,40.0,50.0,30.0,30.0,30.0,255.0,70.0,44.0,Medium Slow,2,Field,Grass,50.0,15.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
326,274,Nuzleaf,3,Normal,Wily Pokémon,2,Grass,Dark,1.0,28.0,3,Chlorophyll,Early Bird,Pickpocket,340.0,70.0,70.0,40.0,60.0,40.0,60.0,120.0,70.0,119.0,Medium Slow,2,Field,Grass,50.0,15.0,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0
327,275,Shiftry,3,Normal,Wicked Pokémon,2,Grass,Dark,1.3,59.6,3,Chlorophyll,Early Bird,Pickpocket,480.0,90.0,100.0,60.0,90.0,60.0,80.0,45.0,70.0,216.0,Medium Slow,2,Field,Grass,50.0,15.0,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0
328,276,Taillow,3,Normal,TinySwallow Pokémon,2,Normal,Flying,0.3,2.3,2,Guts,,Scrappy,270.0,40.0,55.0,30.0,30.0,30.0,85.0,200.0,70.0,54.0,Medium Slow,1,Flying,,50.0,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
329,277,Swellow,3,Normal,Swallow Pokémon,2,Normal,Flying,0.7,19.8,2,Guts,,Scrappy,455.0,60.0,85.0,60.0,75.0,50.0,125.0,45.0,70.0,159.0,Medium Slow,1,Flying,,50.0,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
330,278,Wingull,3,Normal,Seagull Pokémon,2,Water,Flying,0.6,9.5,3,Keen Eye,Hydration,Rain Dish,270.0,40.0,30.0,30.0,55.0,30.0,85.0,190.0,70.0,54.0,Medium Fast,2,Flying,Water 1,50.0,20.0,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
331,279,Pelipper,3,Normal,Water Bird Pokémon,2,Water,Flying,1.2,28.0,3,Keen Eye,Drizzle,Rain Dish,440.0,60.0,50.0,100.0,95.0,70.0,65.0,45.0,70.0,154.0,Medium Fast,2,Flying,Water 1,50.0,20.0,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
332,280,Ralts,3,Normal,Feeling Pokémon,2,Psychic,Fairy,0.4,6.6,3,Synchronize,Trace,Telepathy,198.0,28.0,25.0,25.0,45.0,35.0,40.0,235.0,35.0,40.0,Slow,2,Amorphous,Human-Like,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
333,281,Kirlia,3,Normal,Emotion Pokémon,2,Psychic,Fairy,0.8,20.2,3,Synchronize,Trace,Telepathy,278.0,38.0,35.0,35.0,65.0,55.0,50.0,120.0,35.0,97.0,Slow,2,Amorphous,Human-Like,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
334,282,Gardevoir,3,Normal,Embrace Pokémon,2,Psychic,Fairy,1.6,48.4,3,Synchronize,Trace,Telepathy,518.0,68.0,65.0,65.0,125.0,115.0,80.0,45.0,35.0,233.0,Slow,2,Amorphous,Human-Like,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
335,282,Mega Gardevoir,3,Normal,Embrace Pokémon,2,Psychic,Fairy,1.6,48.4,1,Pixilate,,,618.0,68.0,85.0,65.0,165.0,135.0,100.0,45.0,35.0,278.0,Slow,1,Amorphous,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
336,283,Surskit,3,Normal,Pond Skater Pokémon,2,Bug,Water,0.5,1.7,2,Swift Swim,,Rain Dish,269.0,40.0,30.0,32.0,50.0,52.0,65.0,200.0,70.0,54.0,Medium Fast,2,Bug,Water 1,50.0,15.0,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
337,284,Masquerain,3,Normal,Eyeball Pokémon,2,Bug,Flying,0.8,3.6,2,Intimidate,,Unnerve,454.0,70.0,60.0,62.0,100.0,82.0,80.0,75.0,70.0,159.0,Medium Fast,2,Bug,Water 1,50.0,15.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
338,285,Shroomish,3,Normal,Mushroom Pokémon,1,Grass,,0.4,4.5,3,Effect Spore,Poison Heal,Quick Feet,295.0,60.0,40.0,60.0,40.0,60.0,35.0,255.0,70.0,59.0,Fluctuating,2,Fairy,Grass,50.0,15.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
339,286,Breloom,3,Normal,Mushroom Pokémon,2,Grass,Fighting,1.2,39.2,3,Effect Spore,Poison Heal,Technician,460.0,60.0,130.0,80.0,60.0,60.0,70.0,90.0,70.0,161.0,Fluctuating,2,Fairy,Grass,50.0,15.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0
340,287,Slakoth,3,Normal,Slacker Pokémon,1,Normal,,0.8,24.0,1,Truant,,,280.0,60.0,60.0,60.0,35.0,35.0,30.0,255.0,70.0,56.0,Slow,1,Field,,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
